0,1,3,1 0 66.28959053762486
0,1,3,1 1 74.7928176047476
0,1,3,1 2 74.47802991339648
0,1,3,1 3 55.681191534355044
0,1,3,1 4 11.197651348834455
0,1,3,1 5 1.5040728115132111
0,1,3,1 6 43.03296743097704
0,1,3,1 7 80.04650487282404
0,1,3,1 8 114.70854327354593
0,1,3,0 0 58.91491876626084
0,1,3,0 1 -43.11986324151748
0,1,3,0 2 -47.073076208533415
0,1,3,0 3 47.579840337307466
0,1,3,0 4 64.58363249648728
0,1,3,0 5 66.15369018520971
0,1,3,0 6 -59.50146323043266
0,1,3,0 7 56.37510396555261
0,1,3,0 8 38.42921447240844
2,0,0,1 0 -46.1609375
2,0,0,1 1 -28.28354687499993
2,0,0,1 2 27.66343613193012
2,0,0,1 3 7.110737932769013
2,0,0,1 4 -28.43738988973205
2,0,0,1 5 -52.0
2,0,0,1 6 23.985397949218747
2,0,0,1 7 57.09623360060398
2,0,0,1 8 -44.9905403740711
2,0,0,0 0 -26.548266144219205
2,0,0,0 1 -50.269999999999996
2,0,0,0 2 0.0
2,0,0,0 3 0.0
2,0,0,0 4 0.0
2,0,0,0 5 0.0
2,0,0,0 6 0.0
2,0,0,0 7 76.05195601788
2,0,0,0 8 -44.52921976489864
2,0,2,1 0 77.81594703290435
2,0,2,1 1 68.02134281529234
2,0,2,1 2 70.76651103767989
2,0,2,1 3 67.37515545625601
2,0,2,1 4 15.464388139611827
2,0,2,1 5 -9.221991745166633
2,0,2,1 6 -1.2471186825776215
2,0,2,1 7 7.47356272730579
2,0,2,1 8 79.27169994842411
2,0,2,0 0 -33.0
2,0,2,0 1 0.0
2,0,2,0 2 0.0
2,0,2,0 3 0.0
2,0,2,0 4 0.0
2,0,2,0 5 0.0
2,0,2,0 6 114.88587824980475
2,0,2,0 7 21.561276935473025
2,0,2,0 8 83.14904750531123
2,2,0,1 0 72.46334720127793
2,2,0,1 1 0.0
2,2,0,1 2 47.959672947371104
2,2,0,1 3 139.404867400865
2,2,0,1 4 -37.5
2,2,0,1 5 0.0
2,2,0,1 6 6.86792998615141
2,2,0,1 7 -20.0
2,2,0,1 8 180.3602168848968
2,2,0,0 0 -39.94188584274583
2,2,0,0 1 34.86453165452913
2,2,0,0 2 -26.38943696099558
2,2,0,0 3 64.51326501611393
2,2,0,0 4 -23.017431993538246
2,2,0,0 5 47.35918331213972
2,2,0,0 6 -37.516701579573905
2,2,0,0 7 125.41039541606278
2,2,0,0 8 -31.331931502246874
0,1,2,1 0 23.635202035252476
0,1,2,1 1 4.179995403838674
0,1,2,1 2 28.67182699121765
0,1,2,1 3 59.652655967361866
0,1,2,1 4 11.43424420198592
0,1,2,1 5 4.392067286541533
0,1,2,1 6 57.53452167447601
0,1,2,1 7 136.32399144541222
0,1,2,1 8 -15.453668167641613
0,0,1,0 0 -27.783364094128412
0,0,1,0 1 85.05641380742176
0,0,1,0 2 -9.636057777302874
0,0,1,0 3 34.4
0,0,1,0 4 0.0
0,0,1,0 5 0.0
0,0,1,0 6 35.9375
0,0,1,0 7 30.0
0,0,1,0 8 108.84602782629145
0,0,1,1 0 38.2738730262125
0,0,1,1 1 35.39437809276241
0,0,1,1 2 67.07527336479959
0,0,1,1 3 65.70459678643184
0,0,1,1 4 38.71794810673201
0,0,1,1 5 17.530526367686377
0,0,1,1 6 35.668164160165546
0,0,1,1 7 56.36398501472111
0,0,1,1 8 25.36329819863206
1,1,0,1 0 -59.68903973145349
1,1,0,1 1 -9.411524076254182
1,1,0,1 2 37.74762909836874
1,1,0,1 3 23.07300229362204
1,1,0,1 4 -2.2955311715105537
1,1,0,1 5 15.087439876353727
1,1,0,1 6 -28.10832997482691
1,1,0,1 7 -40.90571543104804
1,1,0,1 8 7.191087934687246
1,0,2,1 0 71.38560980790528
1,0,2,1 1 34.939579095048764
1,0,2,1 2 38.7303553889643
1,0,2,1 3 45.352328307871566
1,0,2,1 4 -13.39191729300758
